#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-02T16:26:09 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-02T16:26:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/278/28&-out.max=1000&-out.add=_RAJ2000,_DEJ2000&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22780028
#Name: J/ApJS/278/28
#Title: CL-AGN from the DESI. II. Stat. properties from DR1 (Guo+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/278/28	    IVOID of underlying data collection
#INFO	creator=Guo W.-J.	    First author or institution
#INFO	cites=bibcode:2025ApJS..278...28G	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/278/28	    Dataset landing page
#INFO	publication_date=2026-05-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_278_28_spdesi:
#Name: J/ApJS/278/28/spdesi
#Title: Metadata for DESI spectra used and the luminosities and masses derived
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	TargetID	(I19)	DESI target identifier (TARGETID)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right Ascension, DESI (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-10.1/68] Declination, DESI (J2000) (Dec)	[ucd=pos.eq.dec;meta.main]
#Column	zspec	(F8.5)	[0.059/0.9] Spectroscopic redshift from DESI (Redshift)	[ucd=src.redshift]
#Column	Survey	(a7)	Survey ID (SURVEY) (1)	[ucd=meta.id]
#Column	Prog	(A6)	DESI program ID (PROGRAM)	[ucd=meta.id;obs]
#Column	Healpix	(I5)	[34/49105] HEALPIX pixel ID (HEALPIX)	[ucd=meta.id;pos.frame]
#Column	MJD	(I5)	[51578/58514] Mean modified Julian Data of coadded spectra (MJD)	[ucd=time.epoch;stat.mean]
#Column	logL5100	(F8.5)	[40.3/45.2] Log, Continuum luminosity at 5100{AA} (LOG_L5100)	[ucd=phys.luminosity;em.opt]
#Column	e_logL5100	(F9.5)	[0.0028/146.5] Uncertainty in logL5100 (LOG_L5100_ERR)	[ucd=stat.error;phys.luminosity;em.opt]
#Column	logL2500	(F8.5)	[40/45.5] Log, Extrapolated luminosity at 2500{AA} (LOG_L2500)	[ucd=phys.luminosity;em.UV.200-300nm]
#Column	e_logL2500	(F9.5)	[0.0028/146.5] Uncertainty in logL2500 (LOG_L2500_ERR)	[ucd=stat.error;phys.luminosity;em.UV.200-300nm]
#Column	logLMgII	(F8.5)	[39.6/43.7]? Log, broad MgII line luminosity (LOG_LMgII)	[ucd=phys.luminosity;spect.line]
#Column	e_logLMgII	(F8.5)	[0.028/3]? Uncertainty in logLMgII (LOG_LMgII_ERR)	[ucd=stat.error;phys.luminosity;spect.line]
#Column	logLHb	(F8.5)	[36.3/43.4] Log, broad H{beta} line luminosity (LOG_LHB)	[ucd=phys.luminosity;em.line.Hbeta]
#Column	e_logLHb	(F9.6)	[0/3] Uncertainty in logLHb (LOG_LHB_ERR)	[ucd=stat.error;phys.luminosity;em.line.Hbeta]
#Column	logLHa	(F8.5)	[39.29/43.3]? Log, broad H{alpha} line luminosity (LOG_LHA)	[ucd=phys.luminosity;em.line.Halpha]
#Column	e_logLHa	(F9.6)	[0/2.6]? Uncertainty in logLHa (LOG_LHA_ERR)	[ucd=stat.error;phys.luminosity;em.line.Halpha]
#Column	logMBH-Hb	(F8.5)	[6.49/9.51]? Log, black hole mass from H{beta} (LOG_MBH_HB)	[ucd=phys.mass]
#Column	e_logMBH-Hb	(F8.5)	[0.12/0.9]? Uncertainty in logMBH-Hb (LOG_MBH_HB_ERR)	[ucd=stat.error;phys.mass]
#Column	logMBH-Ha	(F8.5)	[5.2/9.2]? Log, black hole mass from H{alpha} (LOG_MBH_HA)	[ucd=phys.mass]
#Column	e_logMBH-Ha	(F8.5)	[0.13/85]? Uncertainty in logMBH-Ha (LOG_MBH_HA_ERR)	[ucd=stat.error;phys.mass]
_RAJ2000	_DEJ2000	recno	TargetID	RAJ2000	DEJ2000	zspec	Survey	Prog	Healpix	MJD	logL5100	e_logL5100	logL2500	e_logL2500	logLMgII	e_logLMgII	logLHb	e_logLHb	logLHa	e_logLHa	logMBH-Hb	e_logMBH-Hb	logMBH-Ha	e_logMBH-Ha
184.2669900	+33.5932700	     277	J121704.07+333535.7	184.26699	+33.59327	 0.83600	 4612	55590	 814	off	44.24974	  0.05110	44.29264	  0.05110	42.61891	 0.21715	42.28633	 0.204980	        	         	 7.95886	 0.16737	        	        	  1	sp	Simbad	NED
184.6122000	+46.9479600	     278	J121826.92+465652.6	184.61220	+46.94796	 0.27100	 6640	56385	 686	off	43.35528	  0.03259	43.04571	  0.03259	        	        	40.67510	 0.258190	41.91477	 0.050280	        	        	 8.21605	 0.14244	  1	sp	Simbad	NED
184.6312000	+42.1123700	     279	J121831.48+420644.5	184.63120	+42.11237	 0.22415	 1452	53112	 306	off	44.06145	  0.00298	43.89744	  0.00298	        	        	42.16187	 0.025430	42.64576	 0.013520	 8.79661	 0.12536	 8.85080	 0.13067	  1	sp	Simbad	NED
185.0768200	+06.6887800	     280	J122018.43+064119.6	185.07682	+06.68878	 0.28670	 1626	53472	 292	off	44.20211	  0.01765	45.16661	  0.01765	        	        	42.64675	 0.039330	43.22038	 0.011590	 8.58725	 0.12609	 9.09692	 0.14286	  1	sp	Simbad	NED
185.2000500	+36.4696700	     281	J122048.01+362810.8	185.20005	+36.46967	 0.63247	 8866	57457	 398	off	44.51840	  0.01267	44.82520	  0.01267	42.97149	 0.21715	42.67495	 0.045440	        	         	        	        	        	        	  1	sp	Simbad	NED
185.5759700	+01.4825300	     282	J122218.23+012857.1	185.57597	+01.48253	 0.66264	 4750	55630	  59	on 	43.69708	  0.20347	43.38752	  0.20347	40.59731	 0.08686	39.59743	 0.144760	        	         	        	        	        	        	  0	sp	Simbad	NED
185.9554200	+02.2469900	     283	J122349.30+021449.1	185.95542	+02.24699	 0.40845	  519	52283	 178	off	44.20704	  0.03067	44.61130	  0.03067	        	        	42.21334	 0.049910	        	         	 8.05386	 0.15318	        	        	  1	sp	Simbad	NED
186.1283400	+36.4385700	     284	J122430.80+362618.8	186.12834	+36.43857	 0.37609	 2003	53442	 493	on 	43.99941	  0.04275	44.20269	  0.04275	        	        	42.09367	 0.063790	        	         	 8.85506	 0.19206	        	        	  1	sp	Simbad	NED
186.3069800	+60.8943700	     285	J122513.68+605339.7	186.30698	+60.89437	 0.12398	  955	52409	 616	off	43.02055	  0.03236	42.71098	  0.03236	        	        	37.95261	 0.144760	41.07645	 0.090780	        	        	        	        	  0	sp	Simbad	NED
186.6611200	-00.1872500	     286	J122638.66-001114.0	186.66112	-00.18725	 0.64186	  289	51990	 238	off	44.57133	  0.01921	45.22806	  0.01921	43.50852	 2.28857	42.96568	 0.258770	        	         	 8.46511	 0.12849	        	        	  1	sp	Simbad	NED
186.8644800	-01.3661700	     287	J122727.47-012158.1	186.86448	-01.36617	 0.45638	  334	51993	 402	off	43.99097	  0.05118	44.91136	  0.05118	        	        	42.79795	 0.031870	        	         	 7.64427	 0.13520	        	        	  1	sp	Simbad	NED
188.0931700	+01.7223200	     288	J123222.36+014320.3	188.09317	+01.72232	 0.64979	 4752	55653	  63	on 	44.11520	  0.06026	43.86232	  0.06026	42.52452	 0.13131	41.71720	 0.328530	        	         	        	        	        	        	  0	sp	Simbad	NED
188.2192600	+32.7958600	     289	J123252.62+324745.1	188.21926	+32.79586	 0.55378	10249	58229	 406	off	44.12296	  0.02079	44.40538	  0.02079	42.97955	 0.14476	42.37707	 0.053800	        	         	        	        	        	        	  1	sp	Simbad	NED
188.3668200	+65.9299900	     290	J123328.04+655548.0	188.36682	+65.92999	 0.18116	  600	52317	 529	on 	43.03146	  0.07911	43.00871	  0.07911	        	        	40.95942	 0.242050	41.63601	 0.101670	        	        	 6.83809	 0.33379	  0	sp	Simbad	NED
188.4963700	+08.7032200	     291	J123359.12+084211.5	188.49637	+08.70322	 0.25474	 1628	53474	 328	off	44.05916	  0.01405	43.81463	  0.01405	        	        	42.20769	 0.017370	42.62610	 0.025660	 7.68278	 0.12676	 8.38222	 0.13563	  1	sp	Simbad	NED
189.0220700	+44.5577600	     292	J123605.30+443327.9	189.02207	+44.55776	 0.45673	 6636	56367	  75	on 	43.42618	  0.04113	43.11658	  0.04113	41.19776	 0.33416	40.82986	 0.670360	        	         	        	        	        	        	  0	sp	Simbad	NED
189.5220500	+59.7290500	     293	J123805.29+594344.5	189.52205	+59.72905	 0.45600	 6840	56685	 382	off	44.10621	  0.01519	44.27366	  0.01519	42.32464	 0.10857	41.95446	 0.053720	        	         	 8.43037	 0.16516	        	        	  1	sp	Simbad	NED
189.7147800	+49.3467300	     294	J123851.54+492048.2	189.71478	+49.34673	 0.27560	 7415	57097	 578	on 	43.63810	  0.01396	43.38318	  0.01396	        	        	41.57673	 0.099150	42.17800	 0.018260	 8.07974	 0.13707	 8.42525	 0.21772	  1	sp	Simbad	NED
189.8142000	+53.2374000	     295	J123915.40+531414.6	189.81420	+53.23740	 0.20034	  885	52379	 449	off	43.65103	  0.01924	43.34144	  0.01924	        	        	40.95085	 0.895310	42.38724	 0.064640	        	        	 7.83014	 0.13241	  1	sp	Simbad	NED
190.8082500	+50.1832700	     296	J124313.98+501059.8	190.80825	+50.18327	 0.79814	 7415	57097	 711	off	44.59334	  0.02696	44.61545	  0.02696	43.14859	 0.14476	42.68710	 0.075660	        	         	 8.92175	 0.21495	        	        	  1	sp	Simbad	NED
190.8084800	+58.7460500	     297	J124314.04+584445.8	190.80848	+58.74605	 0.21234	  956	52401	   4	on 	43.12444	  0.09728	42.89867	  0.09728	        	        	39.15614	 0.217150	41.75557	 0.088640	        	        	 8.36048	 0.65882	  0	sp	Simbad	NED
190.9583800	+02.0403100	     298	J124350.01+020225.1	190.95838	+02.04031	 0.68500	 4756	55631	 468	on 	43.78223	  0.04548	44.20222	  0.04548	42.77488	 0.10857	42.15058	 0.173110	        	         	 8.09154	 0.17734	        	        	  1	sp	Simbad	NED
191.4524600	+34.8637100	     299	J124548.59+345149.3	191.45246	+34.86371	 0.22187	 1987	53765	 326	on 	43.32467	  0.07269	43.04532	  0.07269	        	        	39.99809	 2.084640	41.45932	 0.117030	        	        	 6.98947	 0.16508	  0	sp	Simbad	NED
191.8137700	+67.8247800	     300	J124715.30+674929.2	191.81377	+67.82478	 0.27417	  495	51988	 333	off	43.65021	  0.00408	44.88873	  0.00408	        	        	42.25815	 0.024200	42.36833	 0.101980	 7.26827	 0.12915	 8.36331	 0.16268	  1	sp	Simbad	NED
192.0547600	+62.4165800	     301	J124813.14+622459.6	192.05476	+62.41658	 0.72200	 6970	56444	 350	off	44.11141	  0.02525	44.42585	  0.02525	42.98544	 0.64629	42.57916	 0.084190	        	         	 8.66415	 0.12646	        	        	  1	sp	Simbad	NED
192.2708800	+35.5981500	     302	J124905.01+353553.3	192.27088	+35.59815	 0.49700	 3971	55322	 957	off	43.63803	  0.05580	43.93483	  0.05580	42.66791	 0.50273	42.01724	 0.089550	        	         	        	        	        	        	  1	sp	Simbad	NED
192.5223600	+04.2665800	     303	J125005.37+041559.7	192.52236	+04.26658	 0.12335	  848	52669	 305	on 	43.39465	  0.01668	43.22411	  0.01668	        	        	40.11665	 0.972730	41.22939	 0.072360	        	        	 7.50800	 0.16415	  0	sp	Simbad	NED
192.6729400	-00.0904300	     304	J125041.50-000525.5	192.67294	-00.09043	 0.49210	  292	51609	 175	on 	44.07021	  0.08163	44.34201	  0.08163	42.65574	 0.10857	42.09928	 0.269360	        	         	 9.10764	 0.15215	        	        	  1	sp	Simbad	NED
193.3354900	+46.4495900	     305	J125320.51+462658.5	193.33549	+46.44959	 0.39965	 1457	53116	 238	off	43.91203	  0.03479	44.85634	  0.03479	        	        	42.35446	 0.040320	        	         	 8.38535	 0.12600	        	        	  1	sp	Simbad	NED
193.5157500	+49.2480100	     306	J125403.78+491452.8	193.51575	+49.24801	 0.06696	 1279	52736	  19	on 	42.51199	  0.05458	42.49748	  0.05458	        	        	38.54626	 0.086860	40.46224	 0.149870	        	        	 7.79249	 0.19207	  0	sp	Simbad	NED
193.5465600	+49.9013100	     307	J125411.17+495404.7	193.54656	+49.90131	 0.41480	 7412	57162	 694	on 	43.65205	  0.06164	43.40276	  0.06164	42.02862	 1.31358	41.54916	 0.150990	42.50446	 0.031610	        	        	 8.13516	 0.13610	  1	sp	Simbad	NED
193.6928700	+38.0860700	     308	J125446.28+380509.8	193.69287	+38.08607	 0.48482	 1989	53772	  78	off	44.04653	  0.04653	44.38792	  0.04653	42.38508	 0.08686	41.94609	 0.143050	        	         	 8.23242	 0.19232	        	        	  1	sp	Simbad	NED
193.9389600	+23.3966800	     309	J125545.34+232348.0	193.93896	+23.39668	 0.50900	 5989	56312	 190	off	43.78125	  0.01900	44.22824	  0.01900	42.37849	 1.91328	42.00805	 0.061470	        	         	 7.88684	 0.17597	        	        	  1	sp	Simbad	NED
194.8197900	+55.2519900	     310	J125916.75+551507.2	194.81979	+55.25199	 0.19866	 1039	52707	 372	on 	42.96079	  0.06991	42.65119	  0.06991	        	        	40.89954	 0.381360	41.73796	 0.040820	        	        	 7.46690	 0.17215	  0	sp	Simbad	NED
195.1029600	-02.4849900	     311	J130024.71-022906.0	195.10296	-02.48499	 0.15610	  338	51694	 180	on 	42.09923	  0.38742	41.78966	  0.38742	        	        	39.67114	 0.144760	41.15499	 0.118790	        	        	 7.33386	 0.80625	  0	sp	Simbad	NED
195.2631800	+35.3768000	     312	J130103.16+352236.4	195.26318	+35.37680	 0.32348	 2016	53799	 314	off	44.13404	  0.01406	45.28821	  0.01406	        	        	42.65289	 0.027970	43.07410	 0.030310	 7.80350	 0.12616	 7.88061	 0.13099	  1	sp	Simbad	NED
195.7363500	+31.4554600	     313	J130256.72+312719.7	195.73635	+31.45546	 0.16307	 2029	53819	 223	on 	42.90275	  0.07632	42.59317	  0.07632	        	        	39.04219	 0.217150	40.94551	 0.251980	        	        	 7.43963	 0.22424	  0	sp	Simbad	NED
196.4679500	+00.3245400	     314	J130552.30+001928.3	196.46795	+00.32454	 0.61900	 4051	55337	 904	off	44.20511	  0.02307	44.36987	  0.02307	42.48758	 0.58165	42.40000	 0.081990	        	         	 8.19817	 0.17154	        	        	  1	sp	Simbad	NED
196.9262000	+52.0444900	     315	J130742.29+520240.2	196.92620	+52.04449	 0.10287	  887	52376	 509	on 	42.45139	  0.07847	42.14182	  0.07847	        	        	38.54914	 0.144760	40.77670	 0.177970	        	        	 7.64291	 0.29479	  0	sp	Simbad	NED
197.3595000	+53.6918300	     316	J130926.28+534130.6	197.35950	+53.69183	 0.18233	 8218	57519	 116	off	43.47323	  0.01343	44.00015	  0.01343	        	        	41.62909	 0.022430	42.00671	 0.017650	        	        	 7.90758	 0.18125	  1	sp	Simbad	NED
197.3616300	+45.7158200	     317	J130926.79+454256.9	197.36163	+45.71582	 0.26800	 6621	56366	 830	off	44.15116	  0.00670	43.89844	  0.00670	        	        	42.44751	 0.014600	43.22468	 0.004280	 8.51281	 0.12495	 8.62504	 0.13041	  1	sp	Simbad	NED
198.1451100	-02.7617300	     318	J131234.83-024542.2	198.14511	-02.76173	 0.15126	  340	51691	 183	on 	43.35381	  0.02658	43.30791	  0.02658	        	        	39.80221	 0.217150	40.36545	 0.804340	        	        	        	        	  0	sp	Simbad	NED
198.6417300	+35.7879100	     319	J131434.01+354716.4	198.64173	+35.78791	 0.62398	 8871	57519	 268	on 	42.85993	  0.31046	43.74667	  0.31046	42.20606	 2.24336	41.58798	 0.520770	        	         	        	        	        	        	  1	sp	Simbad	NED
199.4431400	-02.0906400	     320	J131746.35-020526.3	199.44314	-02.09064	 0.58085	 4049	55591	 529	on 	43.95869	  0.03060	43.64909	  0.03060	41.42590	 0.66103	41.26862	 0.589700	        	         	 7.43270	 0.72226	        	        	  0	sp	Simbad	NED
199.5929700	-02.3955900	     321	J131822.31-022344.1	199.59297	-02.39559	 0.42626	 4053	55591	   7	off	43.78203	  0.03713	44.00913	  0.03713	42.21794	 2.04151	41.57877	 0.096700	42.29257	 0.056090	 7.43872	 0.14301	 8.57366	 0.13379	  0	sp	Simbad	NED
199.6320300	+33.3436000	     322	J131831.68+332036.9	199.63203	+33.34360	 0.53600	 3980	55331	 173	off	44.10255	  0.01473	44.46337	  0.01473	43.05375	 0.10857	42.46482	 0.046430	        	         	 8.30797	 0.13235	        	        	  1	sp	Simbad	NED
199.6754300	+09.2595000	     323	J131842.10+091534.2	199.67543	+09.25950	 0.62600	 5426	55987	 172	off	44.09220	  0.03849	44.39854	  0.03849	42.54855	 0.66911	42.50706	 0.104370	        	         	 8.38425	 0.13963	        	        	  1	sp	Simbad	NED
200.1885500	-00.4137800	     324	J132045.25-002449.6	200.18855	-00.41378	 0.22083	  296	51578	 171	off	43.40155	  0.07329	43.20136	  0.07329	        	        	41.62845	 0.291880	42.42635	 0.026800	 8.30726	 0.20928	 8.63931	 0.20071	  0	sp	Simbad	NED
201.6420300	+31.2431800	     325	J132634.08+311435.4	201.64203	+31.24318	 0.48582	11401	58491	 973	on 	44.23312	  0.02546	44.35161	  0.02546	42.92383	 0.10857	42.14770	 0.064570	        	         	 9.00001	 0.17622	        	        	  1	sp	Simbad	NED
201.7917200	+01.9072300	     326	J132710.01+015426.0	201.79172	+01.90723	 0.67100	 4006	55328	  40	off	44.57880	  0.00761	44.80207	  0.00761	42.80538	 0.21715	42.67021	 0.077640	        	         	 8.95568	 0.12720	        	        	  1	sp	Simbad	NED
201.7980400	-02.0163900	     327	J132711.53-020059.0	201.79804	-02.01639	 0.90116	 4049	55591	 984	off	43.75641	  0.12555	44.51882	  0.12555	42.71202	 0.14476	41.65472	 1.184230	        	         	 8.35136	 0.19911	        	        	  1	sp	Simbad	NED
202.3141200	+02.0279200	     328	J132915.38+020140.5	202.31412	+02.02792	 0.80200	 4045	55622	 720	off	44.51797	  0.01962	44.68892	  0.01962	43.04706	 0.12853	42.73705	 0.123550	        	         	 8.21959	 0.21718	        	        	  1	sp	Simbad	NED
202.3994100	-01.5094500	     329	J132935.86-013034.0	202.39941	-01.50945	 0.08195	  910	52377	 524	on 	42.83118	  0.02322	42.81457	  0.02322	        	        	40.18602	 0.385190	40.30695	 0.084410	        	        	        	        	  0	sp	Simbad	NED
202.4604400	+35.6097200	     330	J132950.50+353635.0	202.46044	+35.60972	 0.62700	 3983	55603	 176	off	43.84663	  0.03154	44.19203	  0.03154	42.41464	 2.60619	42.26661	 0.066220	        	         	 7.92024	 0.12697	        	        	  1	sp	Simbad	NED
202.6851500	+07.4413400	     331	J133044.43+072628.8	202.68515	+07.44134	 0.46445	 1799	53556	 623	off	44.00101	  0.03783	45.12065	  0.03783	        	        	42.43823	 0.043820	        	         	 7.91085	 0.14643	        	        	  1	sp	Simbad	NED
203.5402400	+01.6791900	     332	J133409.65+014045.0	203.54024	+01.67919	 0.61255	  528	52022	 249	on 	44.44349	  0.02675	44.73010	  0.02675	43.35205	 0.65601	42.93919	 0.046470	        	         	 9.13361	 0.39777	        	        	  1	sp	Simbad	NED
203.8351900	-00.9774200	     333	J133520.45-005838.7	203.83519	-00.97742	 0.14260	  298	51955	  88	on 	42.79639	  0.07917	42.74704	  0.07917	        	        	40.29056	 0.837470	41.40195	 0.056360	        	        	        	        	  0	sp	Simbad	NED
203.9325400	+36.2346100	     334	J133543.81+361404.6	203.93254	+36.23461	 0.41956	 8876	57783	  57	on 	43.68690	  0.05081	43.51921	  0.05081	41.93667	 1.54348	41.30317	 0.227690	42.23963	 0.043530	        	        	 7.93686	 0.13807	  1	sp	Simbad	NED
204.1264200	+50.1795400	     335	J133630.34+501046.3	204.12642	+50.17954	 0.31465	 1668	53433	   1	off	44.17935	  0.01655	43.89802	  0.01655	        	        	42.15199	 0.035720	42.54208	 0.000000	 8.30435	 0.13297	 8.45192	 0.18025	  1	sp	Simbad	NED
204.2648000	+32.4916400	     336	J133703.55+322929.9	204.26480	+32.49164	 0.86277	10258	58492	 375	off	44.60273	  0.01374	44.81176	  0.01374	43.23526	 1.23776	42.83331	 0.081670	        	         	 8.89730	 0.12770	        	        	  1	sp	Simbad	NED
204.6743300	+22.2406400	     337	J133841.84+221426.3	204.67433	+22.24064	 0.23803	 5998	56087	 204	on 	42.89441	  0.03575	42.58481	  0.03575	        	        	39.89725	 1.130920	41.29037	 0.040530	        	        	 7.03856	 0.45046	  0	sp	Simbad	NED
205.0096900	+44.2624400	     338	J134002.32+441544.7	205.00969	+44.26244	 0.66716	 8379	57787	 930	off	44.21656	  0.01900	44.57798	  0.01900	42.67016	 0.08686	42.29053	 0.082250	        	         	 8.43156	 0.16540	        	        	  1	sp	Simbad	NED
205.1543900	+13.3053400	     339	J134037.05+131819.2	205.15439	+13.30534	 0.34791	 1776	53858	 248	off	44.13805	  0.02306	44.49466	  0.02306	        	        	42.14440	 0.038700	        	         	 8.07557	 0.12547	        	        	  1	sp	Simbad	NED
205.7689800	+46.1313200	     340	J134304.55+460752.7	205.76898	+46.13132	 0.67100	 6628	56366	 666	on 	43.80306	  0.04324	44.37336	  0.04324	43.15206	 1.70788	42.56316	 0.063750	        	         	        	        	        	        	  1	sp	Simbad	NED
205.8500500	-03.3287200	     341	J134324.01-031943.4	205.85005	-03.32872	 0.79100	 4044	55359	 450	on 	44.51027	  0.01993	44.66143	  0.01993	42.97923	 0.14476	42.32525	 0.223990	        	         	 8.03513	 0.17454	        	        	  1	sp	Simbad	NED
205.8750800	+51.0344800	     342	J134330.02+510204.1	205.87508	+51.03448	 0.13157	 1669	53433	 480	on 	42.90964	  0.03710	42.60006	  0.03710	        	        	38.92864	 0.108570	41.47925	 0.024760	        	        	 6.81682	 0.23858	  0	sp	Simbad	NED
206.0816700	+51.4401800	     343	J134419.60+512624.7	206.08167	+51.44018	 0.06292	 1669	53433	 534	on 	42.59852	  0.02123	42.29612	  0.02123	        	        	38.23226	 0.108570	41.22334	 0.028590	        	        	 6.88680	 0.14496	  0	sp	Simbad	NED
206.1995900	+45.5302400	     344	J134447.90+453148.8	206.19959	+45.53024	 0.20500	 7429	56740	 184	on 	43.44829	  0.01056	43.13872	  0.01056	        	        	40.92220	 0.161410	41.93767	 0.016850	        	        	 8.04860	 0.13257	  1	sp	Simbad	NED
206.2912600	+32.6529900	     345	J134509.90+323910.7	206.29126	+32.65299	 0.57454	10258	58492	  22	on 	43.64385	  0.11057	43.44546	  0.11057	42.14055	 0.68459	41.71113	 0.248980	        	         	        	        	        	        	  1	sp	Simbad	NED
206.4652700	+42.9653700	     346	J134551.66+425755.3	206.46527	+42.96537	 0.45098	 1345	52814	 167	off	44.25262	  0.03843	44.95320	  0.03843	        	        	42.66406	 0.046350	        	         	 8.87403	 0.14807	        	        	  1	sp	Simbad	NED
206.9502800	+40.7757400	     347	J134748.06+404632.6	206.95028	+40.77574	 0.27006	 1377	53050	 514	off	44.09878	  0.01860	43.96146	  0.01860	        	        	41.99254	 0.038740	42.58381	 0.031320	 8.14150	 0.12499	 8.24838	 0.13093	  1	sp	Simbad	NED
207.0155500	+45.6245800	     348	J134803.73+453728.5	207.01555	+45.62458	 0.15704	 1465	53082	  31	on 	42.67814	  0.08476	42.36857	  0.08476	        	        	38.17567	 0.217150	41.20012	 0.120800	        	        	 7.71201	 0.16537	  0	sp	Simbad	NED
207.0569900	+13.5344000	     349	J134813.67+133203.8	207.05699	+13.53440	 0.50900	 5443	56010	 638	on 	43.57978	  0.04494	43.82519	  0.04494	42.25130	 0.06986	41.52438	 0.232750	        	         	 8.65178	 0.19273	        	        	  1	sp	Simbad	NED
207.2985600	+36.7027800	     350	J134911.65+364209.9	207.29856	+36.70278	 0.46600	 3852	55243	 297	off	43.81066	  0.04112	43.62887	  0.04112	42.11272	 2.24574	42.04002	 0.066910	        	         	        	        	        	        	  1	sp	Simbad	NED
207.4947000	-00.1891200	     351	J134958.73-001120.8	207.49470	-00.18912	 0.10194	  300	51666	 154	on 	42.49565	  0.06611	42.18680	  0.06611	        	        	38.47796	 0.144760	40.42951	 0.222020	        	        	 6.38724	 0.22851	  0	sp	Simbad	NED
207.7905600	+37.4863500	     352	J135109.73+372910.8	207.79056	+37.48635	 0.68900	 3852	55243	 778	on 	43.06166	  0.12920	43.76320	  0.12920	42.58712	 0.21715	41.56983	 0.332470	        	         	        	        	        	        	  1	sp	Simbad	NED
207.8263600	+46.0486700	     353	J135118.32+460255.2	207.82636	+46.04867	 0.30300	 7428	56781	 356	off	43.68838	  0.02386	43.39757	  0.02386	        	        	41.61968	 0.103200	42.23566	 0.027800	 8.48865	 0.13748	 8.45330	 0.18081	  1	sp	Simbad	NED
208.4977600	+08.7574400	     354	J135359.46+084526.8	208.49776	+08.75744	 0.15293	 1806	53559	 149	on 	40.03823	 37.34943	39.72866	 37.34943	        	        	39.04360	 0.108570	41.11791	 0.152050	        	        	 7.03430	21.66371	  0	sp	Simbad	NED
208.5130200	+27.1107500	     355	J135403.12+270638.6	208.51302	+27.11075	 0.50900	 6006	56105	  93	off	44.11959	  0.03572	43.81550	  0.03572	42.17192	 0.08064	42.13730	 0.090710	        	         	 8.87456	 0.12992	        	        	  1	sp	Simbad	NED
209.1024500	+35.1369800	     356	J135624.58+350813.1	209.10245	+35.13698	 0.79000	 3853	55268	  28	off	44.17529	  0.03348	44.46133	  0.03348	42.78442	 0.10857	39.42590	 0.108570	        	         	        	        	        	        	  1	sp	Simbad	NED
209.5067800	+11.8921800	     357	J135801.62+115331.8	209.50678	+11.89218	 0.26692	 1702	53144	 597	off	43.76509	  0.02450	44.61963	  0.02450	        	        	42.22190	 0.025520	37.07725	 0.000000	 7.93429	 0.12531	        	        	  1	sp	Simbad	NED
210.0694100	-01.1394900	     358	J140016.65-010822.1	210.06941	-01.13949	 0.35131	  915	52443	 365	on 	43.83696	  0.05224	44.69890	  0.05224	        	        	42.40090	 0.048490	        	         	 8.86739	 0.17796	        	        	  1	sp	Simbad	NED
210.2115600	-02.6172200	     359	J140050.77-023701.9	210.21156	-02.61722	 0.67000	 4041	55361	  34	off	44.33745	  0.02122	44.02785	  0.02122	42.79120	 0.14476	41.56480	 1.493870	        	         	        	        	        	        	  1	sp	Simbad	NED
210.4952300	+43.3974700	     360	J140158.85+432350.8	210.49523	+43.39747	 0.40327	 1467	53115	 286	off	44.16422	  0.03549	44.48230	  0.03549	        	        	42.23295	 0.063120	        	         	 8.33758	 0.24134	        	        	  1	sp	Simbad	NED
